customer_id,status,churn_label,churn_category,churn_reason,gender,age,senior_citizen,married,num_dependents,zip_code,account_id,tenure_months,num_referrals,has_internet_service,internet_type,has_unlimited_data,has_phone_service,has_multiple_lines,has_premium_tech_support,has_online_security,has_online_backup,has_device_protection,contract_type,paperless_billing,payment_method,avg_long_distance_fee_monthly,total_long_distance_fee,avg_gb_download_monthly,stream_tv,stream_movie,stream_music,total_monthly_fee,total_charges_quarter,total_refunds,area_id,population,city
3765-JXVKY,Churned,Yes,Competitor,Competitor offered more data,Female,23,No,No,0,96075,PSSV-MZYTW,1,0,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,44.11,44.11,69,No,No,Yes,74.7,74.7,0.0,1574,433,Paynes Creek
3893-JRNFS,Stayed,No,,,Male,19,No,No,0,93550,IITI-MGGYH,68,0,Yes,DSL,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,58,No,Yes,Yes,39.9,2796.35,0.0,758,67232,Palmdale
4074-SJFFA,Churned,Yes,Dissatisfaction,Network reliability,Female,44,No,No,0,94122,EFSM-ETUDF,1,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,13.01,13.01,12,No,Yes,Yes,54.75,54.75,0.0,906,55504,San Francisco
4186-ZBUEW,Stayed,No,,,Female,55,No,No,0,90221,KONR-QZNNY,36,0,Yes,DSL,No,Yes,Yes,Yes,No,Yes,No,One Year,Yes,Credit Card,29.27,1053.72,9,No,Yes,Yes,70.7,2511.95,0.0,67,51387,Compton
4291-HPAXL,Joined,No,,,Male,63,No,No,2,95632,IJXD-KKXLJ,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,29.1,29.1,0,No,No,No,19.85,19.85,0.0,1353,24194,Galt
4322-RCYMT,Churned,Yes,Competitor,Competitor made better offer,Male,63,No,Yes,0,92122,HSHI-VHCUX,68,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,29.18,1984.24,18,No,Yes,Yes,75.8,5293.95,0.0,370,34902,San Diego
4837-PZTIC,Stayed,No,,,Female,54,No,No,0,90504,PPAF-YDRRG,47,0,Yes,Cable,Yes,No,No,Yes,Yes,No,Yes,Two Year,No,Credit Card,0.0,0.0,23,No,No,No,41.9,1875.25,0.0,110,31678,Torrance
5066-GFJMM,Joined,No,,,Female,55,No,Yes,0,95501,RQXC-NUTQO,3,4,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,41.36,124.08,0,No,No,No,19.9,45.75,0.0,1284,23224,Eureka
5248-YGIJN,Stayed,No,,,Male,36,No,Yes,0,90031,IQOM-EPSFC,72,9,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,10.92,786.24,28,Yes,Yes,Yes,90.25,6369.45,0.0,28,38415,Los Angeles
5309-TAIKL,Stayed,No,,,Female,42,No,No,0,95673,RQGU-RMMPX,7,0,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,8.29,58.03,21,No,Yes,Yes,62.8,418.3,0.0,1385,14010,Rio Linda
5726-CVNYA,Stayed,No,,,Female,44,No,Yes,0,93615,DCRG-APHJS,8,8,No,None,No,Yes,No,No,No,No,No,Two Year,Yes,Credit Card,17.09,136.72,0,No,No,No,19.85,146.6,0.0,779,5519,Cutler
5893-KCLGT,Stayed,No,,,Female,56,No,No,2,91040,LUFB-KFSXO,72,0,No,None,No,Yes,No,No,No,No,No,Two Year,Yes,Credit Card,15.21,1095.12,0,No,No,No,19.75,1567.0,25.98,170,18752,Sunland
5989-AXPUC,Stayed,No,,,Female,27,No,Yes,0,92840,ZJPI-HYYXX,68,1,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,1.29,87.72,27,Yes,Yes,Yes,118.6,7990.05,38.57,584,50641,Garden Grove
5995-WWKKG,Stayed,No,,,Female,62,No,No,0,92382,EJDJ-PVPAS,37,0,No,None,No,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,30.17,1116.29,0,No,No,No,19.8,695.05,0.0,470,5395,Running Springs
6171-ZTVYB,Stayed,No,,,Male,42,No,Yes,0,92104,MQGM-OUAJA,43,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,26.1,1122.3,17,No,No,No,66.25,2907.35,6.41,353,47689,San Diego
6921-OZMFH,Stayed,No,,,Male,38,No,Yes,1,95051,NRCX-FWVYZ,5,3,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,18.97,94.85,12,No,No,No,55.7,259.4,0.0,1083,52986,Santa Clara
6956-SMUCM,Churned,Yes,Competitor,Competitor offered higher download speeds,Female,29,No,No,0,95553,FKFK-TPNVS,3,0,Yes,Fiber Optic,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,33.39,100.17,59,Yes,Yes,Yes,99.0,287.4,0.0,1308,867,Miranda
7351-MHQVU,Stayed,No,,,Female,43,No,No,0,95689,BUQE-SLJRB,6,0,Yes,Cable,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Credit Card,0.0,0.0,23,No,Yes,Yes,50.95,307.6,0.0,1398,1273,Volcano
7473-ZBDSN,Stayed,No,,,Female,38,No,Yes,3,94595,LNBI-DQHVX,14,2,No,None,No,Yes,No,No,No,No,No,Two Year,No,Mailed Check,44.55,623.7,0,No,No,No,18.8,255.55,0.0,991,18024,Walnut Creek
7956-XQWGU,Stayed,No,,,Male,43,No,No,0,90803,ANHZ-YPKAD,27,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,2.59,69.93,0,No,No,No,19.4,460.25,29.59,150,31352,Long Beach
8007-YYPWD,Stayed,No,,,Female,52,No,No,0,92548,VFSB-LHHUK,15,0,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,40.97,614.55,0,No,No,No,25.05,369.1,0.0,501,4283,Homeland
8329-IBCTI,Churned,Yes,Competitor,Competitor made better offer,Female,50,No,No,0,94931,KASH-LLYGC,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Mailed Check,6.08,6.08,0,No,No,No,19.65,19.65,0.0,1034,7936,Cotati
8401-EMUWF,Stayed,No,,,Male,64,No,Yes,1,90723,QLYS-ILQPI,42,10,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,16.67,700.14,17,Yes,No,No,69.4,3058.3,0.0,140,55306,Paramount
8454-AATJP,Stayed,No,,,Female,41,No,No,0,94607,MAKX-LPDMP,72,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,19.6,1411.2,15,Yes,Yes,Yes,115.05,8405.0,0.0,1000,21054,Oakland
8498-XXGWA,Stayed,No,,,Female,63,No,Yes,0,90265,SKQX-UQHLI,65,7,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,19.99,1299.35,26,No,No,No,55.15,3673.15,0.0,84,19630,Malibu
8634-CILSZ,Churned,Yes,Competitor,Competitor made better offer,Male,52,No,No,0,92109,ZRSL-XECWU,69,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,One Year,Yes,Bank Withdrawal,20.44,1410.36,3,Yes,Yes,Yes,104.7,7220.35,0.0,358,46086,San Diego
8779-QRDMV,Churned,Yes,Competitor,Competitor offered more data,Male,78,Yes,No,0,90022,NTYK-HNIHP,1,0,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,8,No,Yes,No,39.65,39.65,0.0,20,68701,Los Angeles
8807-OPMBM,Stayed,No,,,Female,36,No,Yes,3,91320,LQMI-QWCPJ,55,1,No,None,No,Yes,Yes,No,No,No,No,Two Year,Yes,Credit Card,1.44,79.2,0,No,No,No,25.65,1388.0,0.0,196,37779,Newbury Park
9052-VKDUW,Stayed,No,,,Female,68,Yes,Yes,0,95726,AFMG-JLRWK,65,8,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,15.3,994.5,29,Yes,Yes,No,109.4,7227.45,0.0,1415,8577,Pollock Pines
9330-VOFSZ,Stayed,No,,,Female,34,No,Yes,0,95970,YTVW-ANXGQ,60,1,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,30.23,1813.8,14,Yes,Yes,Yes,110.8,6640.7,9.79,1502,495,Princeton
9546-CQJSU,Churned,Yes,Competitor,Competitor had better devices,Female,50,No,No,0,95728,GRFI-JYYQR,2,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,39.62,79.24,7,Yes,No,No,91.4,193.6,0.0,1416,88,Soda Springs
9764-REAFF,Stayed,No,,,Female,60,No,Yes,0,95979,PNLS-KRSYN,59,9,No,None,No,Yes,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.99,1592.41,0,No,No,No,18.4,1057.85,0.0,1509,844,Stonyford
0030-FNXPP,Joined,No,,,Female,22,No,No,0,93530,KOXX-XOTNU,3,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,3.12,9.36,0,No,No,No,19.85,57.2,0.0,747,71,Keeler
0137-OCGAB,Churned,Yes,Price,Lack of affordable download/upload speed,Female,25,No,No,0,94533,RECC-IKTNW,1,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Mailed Check,1.23,1.23,69,No,No,No,80.2,80.2,0.0,946,77683,Fairfield
0334-GDDSO,Churned,Yes,Competitor,Competitor made better offer,Male,77,Yes,No,0,92122,RPOP-MNYWU,3,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,9.22,27.66,14,No,No,No,81.35,233.7,0.0,370,34902,San Diego
0363-QJVFX,Churned,Yes,Attitude,Attitude of service provider,Male,22,No,No,0,93532,YAYC-SOEEO,32,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,27.69,886.08,73,Yes,Yes,Yes,108.15,3432.9,0.0,749,2771,Lake Hughes
0464-WJTKO,Stayed,No,,,Female,39,No,Yes,2,96104,PSPE-KGXAU,72,10,No,None,No,Yes,No,No,No,No,No,Two Year,No,Bank Withdrawal,14.17,1020.24,0,No,No,No,20.1,1460.85,0.0,1591,857,Cedarville
1285-OKIPP,Churned,Yes,Attitude,Attitude of support person,Male,62,No,No,3,91345,UJBF-ANQIK,1,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,23.2,23.2,21,No,Yes,Yes,79.9,79.9,0.0,207,17112,Mission Hills
1328-EUZHC,Stayed,No,,,Female,59,No,Yes,0,90746,QGZZ-JRJLW,18,4,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,25.54,459.72,0,No,No,No,20.1,370.5,0.0,148,25566,Carson
1428-GTBJJ,Churned,Yes,Price,Long distance charges,Male,20,No,No,0,95450,SALT-SOCYJ,11,0,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,5.4,59.4,41,No,No,No,74.55,824.75,0.0,1254,438,Jenner
1771-OADNZ,Churned,Yes,Price,Extra data charges,Male,70,Yes,Yes,0,92061,MSWQ-LGOQU,29,1,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.38,1026.02,21,No,Yes,Yes,95.9,2745.2,0.0,335,2615,Pauma Valley
2001-MCUUW,Stayed,No,,,Male,51,No,No,0,92879,UECP-YHCIQ,46,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Bank Withdrawal,37.5,1725.0,22,Yes,Yes,Yes,108.65,4903.2,0.0,597,44875,Corona
2077-DDHJK,Stayed,No,,,Female,48,No,Yes,0,93117,WJVY-CQFTW,68,2,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,27.41,1863.88,9,No,No,No,70.9,4911.35,49.37,631,49975,Goleta
2085-BOJKI,Stayed,No,,,Male,33,No,Yes,0,90822,YECF-VIWYF,17,1,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,28.83,490.11,5,Yes,Yes,Yes,96.65,1588.25,0.0,160,425,Long Beach
2581-VKIRT,Stayed,No,,,Female,57,No,Yes,0,96143,KEFK-KWOAM,59,6,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Mailed Check,14.49,854.91,25,No,No,No,65.5,3801.3,0.0,1622,4806,Kings Beach
2928-HLDBA,Stayed,No,,,Female,31,No,No,0,90630,QKKX-FVZAN,6,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,7.72,46.32,0,No,No,No,20.7,112.75,0.0,121,47344,Cypress
3138-BKYAV,Churned,Yes,Attitude,Attitude of service provider,Male,61,No,No,0,93630,ZQRG-IWDAK,6,0,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,11.97,71.82,27,Yes,No,No,85.35,489.45,0.0,791,14062,Kerman
3156-QLHBO,Joined,No,,,Male,58,No,No,1,95136,NRFG-FIJWA,2,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,21.18,42.36,0,No,No,No,19.25,48.35,0.0,1117,36944,San Jose
3244-CQPHU,Stayed,No,,,Female,77,Yes,No,0,94710,XFON-DEMYJ,72,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,14.12,1016.64,23,Yes,Yes,No,110.1,7746.7,44.81,1017,8157,Berkeley
3285-UCQVC,Churned,Yes,Other,Don't know,Female,31,No,No,0,93955,JJID-TWGHZ,37,0,Yes,DSL,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Credit Card,0.0,0.0,10,No,No,No,28.6,973.55,0.0,855,38244,Seaside
3298-QEICA,Stayed,No,,,Female,27,No,Yes,0,92708,TVGY-EKEPW,23,10,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Two Year,No,Credit Card,0.0,0.0,42,No,No,No,34.6,813.45,0.0,568,54548,Fountain Valley
3410-MHHUM,Stayed,No,,,Female,40,No,Yes,2,94111,MUBV-KPXZF,44,4,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,One Year,No,Bank Withdrawal,24.71,1087.24,27,No,Yes,Yes,94.4,4295.35,0.0,898,3337,San Francisco
3420-YJLQT,Joined,No,,,Female,45,No,No,0,96101,ZHVM-CVWWE,2,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,25.56,51.12,6,No,No,No,79.55,151.75,0.0,1589,5096,Alturas
4443-EMBNA,Stayed,No,,,Female,55,No,Yes,0,91384,XFYV-KDXUI,71,3,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,32.13,2281.23,0,No,No,No,24.75,1836.9,0.0,221,22177,Castaic
4525-VZCZG,Stayed,No,,,Male,58,No,No,1,95385,JTHX-DHBJY,54,0,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,20.93,1130.22,11,Yes,Yes,Yes,105.85,5826.65,0.0,1218,274,Vernalis
4910-AQFFX,Churned,Yes,Dissatisfaction,Network reliability,Male,30,No,Yes,0,95372,LNNR-AAMKZ,9,1,Yes,Cable,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,31.67,285.03,59,No,No,No,79.35,661.25,0.0,1211,1519,Soulsbyville
4983-CCWMC,Joined,No,,,Male,43,No,No,0,93432,BVTM-PHUVD,3,0,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,28.97,86.91,16,No,No,No,69.6,207.4,0.0,710,1203,Creston
5150-ITWWB,Joined,No,,,Male,65,Yes,No,0,95951,YNTE-LTAGE,3,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,37.78,113.34,28,Yes,Yes,Yes,94.85,335.75,0.0,1487,1931,Hamilton City
5168-MQQCA,Stayed,No,,,Female,50,No,Yes,0,92399,GREO-VZFFB,72,2,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,38.44,2767.68,16,Yes,Yes,Yes,108.5,8003.8,0.0,477,41575,Yucaipa
5306-BVTKJ,Stayed,No,,,Male,20,No,Yes,1,92020,CPAK-GXSFY,48,1,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,One Year,Yes,Credit Card,38.3,1838.4,85,No,No,Yes,55.8,2651.2,0.0,319,55277,El Cajon
5605-XNWEN,Stayed,No,,,Male,77,Yes,Yes,0,90640,WWIJ-MZMYB,72,0,No,None,No,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,28.99,2087.28,0,No,No,No,25.0,1802.55,28.93,124,62425,Montebello
5730-RIITO,Stayed,No,,,Female,73,Yes,No,0,95988,USVC-OICMI,43,0,Yes,DSL,No,No,No,No,Yes,Yes,No,Two Year,Yes,Credit Card,0.0,0.0,18,No,No,No,33.45,1500.25,0.0,1516,8812,Willows
5839-SUYVZ,Stayed,No,,,Male,21,No,No,0,92868,JOFX-GCSPY,16,0,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,38.32,613.12,82,No,No,No,74.55,1170.5,0.0,594,23172,Orange
5843-TTHGI,Stayed,No,,,Female,30,No,No,0,94086,FYGM-HBUBW,18,0,Yes,DSL,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,17.33,311.94,69,No,No,No,50.0,892.7,0.0,887,64010,Sunnyvale
6211-WHMYA,Stayed,No,,,Female,77,Yes,No,0,91915,QFBH-RNITC,64,0,Yes,DSL,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,21,Yes,No,No,43.85,2751.0,0.0,295,9278,Chula Vista
6243-OZGFH,Stayed,No,,,Female,47,No,No,0,92084,PFVW-GWETQ,23,0,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,14,Yes,Yes,Yes,44.95,996.85,25.84,347,44692,Vista
6292-TOSSS,Stayed,No,,,Male,64,No,No,0,91759,YMYR-DERWV,50,0,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,47.16,2358.0,0,No,No,No,24.9,1195.25,0.0,265,47,Mt Baldy
7025-IWFHT,Stayed,No,,,Male,62,No,No,0,91784,GOQD-JDMNT,41,0,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,One Year,Yes,Bank Withdrawal,45.22,1854.02,15,Yes,No,No,89.55,3729.75,0.0,279,23331,Upland
7240-ETPTR,Churned,Yes,Price,Lack of affordable download/upload speed,Female,51,No,Yes,0,94567,HFKM-DFMPA,9,1,Yes,DSL,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,10,Yes,Yes,Yes,48.75,442.2,0.0,971,494,Pope Valley
7242-EDTYC,Stayed,No,,,Male,48,No,No,2,91962,CPVQ-QCWZN,44,0,No,None,No,Yes,No,No,No,No,No,Two Year,No,Bank Withdrawal,14.37,632.28,0,No,No,No,19.55,819.95,0.0,307,1604,Pine Valley
7328-OWMOM,Stayed,No,,,Female,63,No,No,0,92111,ICCP-RFSTY,31,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,33.71,1045.01,0,No,No,No,20.1,589.25,0.0,360,46828,San Diego
7508-DQAKK,Stayed,No,,,Female,21,No,No,0,95682,HQIL-VPPIO,64,0,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,8.52,545.28,73,Yes,Yes,Yes,86.4,5442.05,0.0,1391,24738,Shingle Springs
7598-UAASY,Churned,Yes,Competitor,Competitor had better devices,Male,19,No,Yes,0,94940,WFSJ-XQKMZ,2,1,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,20.5,41.0,51,No,No,No,76.4,151.8,0.0,1039,406,Marshall
7722-CVFXN,Stayed,No,,,Male,50,No,Yes,3,95064,HOKM-YXAXY,54,9,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,One Year,Yes,Bank Withdrawal,7.25,391.5,57,Yes,Yes,Yes,105.2,5637.85,23.01,1087,4563,Santa Cruz
8008-HAWED,Churned,Yes,Competitor,Competitor had better devices,Male,38,No,No,0,90027,KYOG-ICNVB,14,0,Yes,Cable,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,6,Yes,Yes,Yes,50.75,712.75,0.0,25,48727,Los Angeles
8388-DMKAE,Stayed,No,,,Female,41,No,No,0,90016,ECCE-WASDF,8,0,No,None,No,Yes,No,No,No,No,No,Two Year,No,Mailed Check,15.86,126.88,0,No,No,No,20.25,174.65,0.0,15,46984,Los Angeles
8417-GSODA,Stayed,No,,,Male,37,No,Yes,3,91737,QTBN-WXFHI,28,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,One Year,No,Bank Withdrawal,13.19,369.32,30,Yes,Yes,Yes,92.2,2568.15,0.0,253,23079,Rancho Cucamonga
8671-KKKOS,Stayed,No,,,Female,50,No,Yes,0,95360,UXXX-ZYILR,46,3,Yes,DSL,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,0.0,0.0,30,Yes,No,No,45.55,2062.15,0.0,1201,8504,Newman
8967-SZQAS,Stayed,No,,,Female,25,No,No,0,95325,HDQF-AWQAR,14,0,Yes,DSL,No,Yes,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,39.22,549.08,48,No,No,No,50.45,765.45,0.0,1178,128,Hornitos
9033-EOXWV,Churned,Yes,Other,Don't know,Female,57,No,No,0,94603,CONG-AXNOO,12,0,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,One Year,No,Credit Card,42.58,510.96,22,Yes,Yes,Yes,74.05,872.65,48.61,997,31392,Oakland
9178-JHUVJ,Stayed,No,,,Male,19,No,Yes,3,91320,KIDS-HGSWQ,24,1,No,None,No,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,1.14,27.36,0,No,No,No,24.1,587.4,0.0,196,37779,Newbury Park
9274-CNFMO,Churned,Yes,Competitor,Competitor offered more data,Male,76,Yes,Yes,0,91331,YMEF-ZWMVJ,4,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,28.11,112.44,27,No,No,No,74.95,308.7,0.0,201,97318,Pacoima
9360-OMDZZ,Stayed,No,,,Male,60,No,No,0,95638,QREY-LENEB,24,0,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,30.42,730.08,14,Yes,Yes,Yes,94.1,2322.85,0.0,1359,1745,Herald
9364-YKUVW,Stayed,No,,,Male,53,No,No,0,92082,VBZX-GFXWY,15,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,16.13,241.95,0,No,No,No,19.8,309.4,0.0,345,14575,Valley Center
9442-JTWDL,Stayed,No,,,Female,52,No,No,0,92249,PLLS-TZBKS,11,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,26.85,295.35,0,No,No,No,20.05,237.7,0.0,400,3535,Heber
9564-KCLHR,Churned,Yes,Competitor,Competitor made better offer,Male,58,No,No,0,92109,HKSI-EREWF,1,0,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Month-to-Month,No,Mailed Check,6.44,6.44,4,No,No,No,51.25,51.25,0.0,358,46086,San Diego
9620-QJREV,Stayed,No,,,Male,62,No,No,0,93283,WTKA-XYQNX,47,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Credit Card,42.25,1985.75,0,No,No,No,20.55,1013.05,0.0,683,1935,Weldon
0188-GWFLE,Joined,No,,,Male,33,No,No,0,94065,VXHJ-PGLBF,2,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,1.81,3.62,0,No,No,No,20.05,33.7,0.0,882,10658,Redwood City
0208-BPQEJ,Stayed,No,,,Female,48,No,Yes,1,95461,KRIO-KQKZH,12,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,8.25,99.0,0,No,No,No,19.4,198.1,0.0,1264,7789,Middletown
0835-DUUIQ,Stayed,No,,,Female,55,No,No,0,94501,JWCR-HZGEU,24,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,47.31,1135.44,0,No,No,No,21.05,531.55,0.0,925,58555,Alameda
1319-YLZJG,Stayed,No,,,Male,62,No,Yes,0,95714,SHON-KPRXQ,12,9,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,39.0,468.0,7,No,No,No,84.6,959.9,0.0,1409,350,Dutch Flat
1455-UGQVH,Churned,Yes,Dissatisfaction,Lack of self-service on Website,Male,35,No,Yes,0,95220,WVFS-VQSKG,10,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1.09,10.9,18,Yes,Yes,Yes,98.5,1037.75,0.0,1133,6317,Acampo
1541-ETJZO,Churned,,Other,Moved,Male,58,No,No,0,95692,KFJL-IKRNN,1,0,Yes,DSL,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,47.83,47.83,12,No,No,No,62.05,62.05,0.0,1401,3600,Wheatland
1580-BMCMR,Stayed,No,,,Male,66,Yes,No,0,93561,SHMC-BTQJX,19,0,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,29.8,566.2,16,No,Yes,Yes,87.3,1637.3,0.0,764,25805,Tehachapi
2275-RBYQS,Joined,No,,,Female,38,No,No,0,92587,RWPF-FXQLG,1,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,49.33,49.33,21,No,No,No,45.4,45.4,0.0,518,13151,Sun City
2277-VWCNI,Stayed,No,,,Female,65,Yes,No,0,95007,UGJB-DXICA,4,0,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Two Year,No,Mailed Check,31.13,124.52,15,No,No,No,48.75,179.85,0.0,1063,1007,Brookdale
2388-LAESQ,Stayed,No,,,Female,74,Yes,Yes,0,95459,OCGD-XUOEE,72,3,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,28.72,2067.84,25,Yes,Yes,No,114.85,8317.95,0.0,1262,586,Manchester
2720-FVBQP,Stayed,No,,,Female,28,No,Yes,1,96057,KHNU-QZNNF,6,1,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,24.83,148.98,82,No,No,No,48.95,273.25,0.0,1561,1586,Mccloud
2799-TSLAG,Stayed,No,,,Female,25,No,Yes,3,92618,ZRER-GTLRV,65,9,No,None,No,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,34.03,2211.95,0,No,No,No,25.3,1748.55,0.0,530,6301,Irvine
